Orthogroup	A_arenosa	A_thaliana
OG0013901	jg29086	AT1G07320.1
OG0013902	jg29087	AT1G07330.2
OG0013903	jg29108	AT1G07530.1
OG0013904	jg29109	AT1G07540.1
OG0013905	jg29111	AT1G07560.1
OG0013906	jg29124	AT1G07700.3
OG0013907	jg29125	AT1G07705.2
OG0013908	jg29126	AT1G07710.1
OG0013909	jg29130	AT1G07740.1
OG0013910	jg29142	AT1G07850.1
OG0013911	jg29156	AT1G07960.1
OG0013912	jg29157	AT1G07970.1
OG0013913	jg29163	AT1G08035.1
OG0013914	jg29167	AT1G08060.3
OG0013915	jg29169	AT1G08070.1
OG0013916	jg29174	AT1G08110.4
OG0013917	jg29180	AT1G08170.1
OG0013918	jg29185	AT1G08230.2
OG0013919	jg29190	AT1G08280.1
OG0013920	jg29202	AT1G08400.1
OG0013921	jg29210	AT1G08470.1
OG0013922	jg29212	AT1G08490.1
OG0013923	jg29216	AT1G08530.1
OG0013924	jg29220	AT1G08570.1
OG0013925	jg29222	AT1G08590.1
OG0013926	jg29223	AT1G08600.2
OG0013927	jg29224	AT1G08610.1
OG0013928	jg29229	AT1G08660.1
OG0013929	jg29234	AT1G08720.1
OG0013930	jg29237	AT1G08760.1
OG0013931	jg29238	AT1G08770.1
OG0013932	jg29247	AT1G08860.1
OG0013933	jg29254	AT1G08940.1
OG0013934	jg29270	AT1G09140.1
OG0013935	jg29274	AT1G09160.1
OG0013936	jg29275	AT1G09170.5
OG0013937	jg29283	AT1G09230.1
OG0013938	jg29286	AT1G09250.1
OG0013939	jg29296	AT1G09340.2
OG0013940	jg29298	AT1G09360.1
OG0013941	jg29301	AT1G09390.1
OG0013942	jg29302	AT1G09400.1
OG0013943	jg29309	AT1G09440.1
OG0013945	jg29338	AT1G09680.1
OG0013946	jg29342	AT1G09720.1
OG0013947	jg29353	AT1G09810.1
OG0013948	jg29354	AT1G09812.1
OG0013949	jg29355	AT1G09815.1
OG0013950	jg29386	AT1G10090.1
OG0013951	jg29392	AT1G10150.1
OG0013952	jg29415	AT1G10310.1
OG0013953	jg29427	AT1G10400.1
OG0013954	jg29444	AT1G10522.1
OG0013955	jg29445	AT1G10530.1
OG0013956	jg29452	AT1G10570.1
OG0013957	jg29453	AT1G10580.1
OG0013958	jg29482	AT1G10780.2
OG0013959	jg29483	AT1G10790.1
OG0013960	jg29484	AT1G10800.2
OG0013961	jg29490	AT1G10850.1
OG0013962	jg29491	AT1G10865.1
OG0013963	jg29493	AT1G10870.2
OG0013964	jg29498	AT1G10890.1
OG0013965	jg29501	AT1G10910.1
OG0013966	jg29503	AT1G10930.1
OG0013967	jg29507	AT1G10970.1
OG0013968	jg29510	AT1G11000.1
OG0013969	jg29537	AT1G11210.1
OG0013970	jg29538	AT1G11220.2
OG0013971	jg29539	AT1G11240.1
OG0013972	jg29560	AT1G11350.1
OG0013973	jg29563	AT1G11380.1
OG0013974	jg29567	AT1G11420.1
OG0013975	jg29590	AT1G11545.1
OG0013976	jg29593	AT1G11580.2
OG0013977	jg29603	AT1G11630.1
OG0013978	jg29606	AT1G11660.1
OG0013979	jg29611	AT1G11710.1
OG0013980	jg29616	AT1G11760.1
OG0013981	jg29647	AT1G12050.1
OG0013982	jg29667	AT1G12244.1
OG0013983	jg29668	AT1G12250.1
OG0013984	jg29682	AT1G12370.2
OG0013985	jg29687	AT1G12440.1
OG0013986	jg29692	AT1G12480.1
OG0013987	jg29700	AT1G12570.1
OG0013988	jg29702	AT1G12600.1
OG0013989	jg29730	AT1G12750.1
OG0013990	jg29748	AT1G12890.1
OG0013991	jg29751	AT1G12930.1
OG0013992	jg29755	AT1G12970.1
OG0013993	jg29778	AT1G13170.2
OG0013994	jg29785	AT1G13220.3
OG0013995	jg29786	AT1G13230.1
OG0013996	jg29818	AT1G13570.1
OG0013997	jg29822	AT1G13605.1
OG0013998	jg29826	AT1G13610.1
OG0013999	jg29827	AT1G13620.1
OG0014000	jg29828	AT1G13630.4
OG0014001	jg29830	AT1G13640.1
OG0014002	jg29831	AT1G13650.1
OG0014003	jg29832	AT1G13670.1
OG0014004	jg29835	AT1G13690.1
OG0014005	jg29836	AT1G13700.1
OG0014006	jg29838	AT1G13730.1
OG0014007	jg29848	AT1G13810.1
OG0014008	jg29858	AT1G13890.1
OG0014009	jg29863	AT1G13940.1
OG0014011	jg29869	AT1G13980.1
OG0014012	jg29870	AT1G13990.3
OG0014013	jg29886	AT1G14140.1
OG0014014	jg29888	AT1G14160.1
OG0014015	jg29889	AT1G14170.3
OG0014016	jg29891	AT1G14190.2, AT1G14185.1
OG0014017	jg29892	AT1G14200.1
OG0014018	jg29894	AT1G14210.1
OG0014019	jg29900	AT1G14280.1
OG0014020	jg29901	AT1G14290.1
OG0014021	jg29902	AT1G14300.2
OG0014022	jg29903	AT1G14310.1
OG0014023	jg29910	AT1G14350.1
OG0014025	jg29933	AT1G14520.3
OG0014026	jg29948	AT1G14680.1
OG0014027	jg29951	AT1G14687.1
OG0014028	jg29952	AT1G14688.1
OG0014029	jg29953	AT1G14690.1
OG0014030	jg29956	AT1G14720.1
OG0014031	jg29961	AT1G14755.1
OG0014032	jg29998	AT1G15125.1
OG0014033	jg30006	AT1G15200.3
OG0014034	jg30008	AT1G15215.4
OG0014036	jg30019	AT1G15330.1
OG0014037	jg30039	AT1G15520.1
OG0014038	jg30040	AT1G15530.1
OG0014039	jg30056	AT1G15700.1
OG0014040	jg30057	AT1G15710.1
OG0014041	jg30062	AT1G15740.1
OG0014042	jg30075	AT4G00420.2
OG0014043	jg30083	AT1G15920.1
OG0014044	jg30096	AT1G16060.1
OG0014045	jg30097	AT1G16070.1
OG0014046	jg30110	AT1G16220.1
OG0014047	jg30115	AT1G16290.2
OG0014048	jg30121	AT1G16350.1
OG0014049	jg30125	AT1G16390.1
OG0014050	jg30130	AT1G16445.1
OG0014051	jg30142	AT1G16590.1
OG0014052	jg30146	AT1G16630.1
OG0014053	jg30147	AT1G16650.3
OG0014054	jg30149	AT1G16680.1
OG0014055	jg30220	AT1G16970.1
OG0014056	jg30228	AT1G17070.1
OG0014057	jg30229	AT1G17080.1
OG0014058	jg30239	AT1G17150.1
OG0014059	jg30246	AT1G17220.1
OG0014060	jg30247	AT1G17230.2
OG0014061	jg30249	AT1G17260.1
OG0014062	jg30256	AT1G17310.2
OG0014063	jg30257	AT1G17330.1
OG0014064	jg30267	AT1G17430.1
OG0014065	jg30271	AT1G17460.2
OG0014066	jg30273	AT1G17480.1
OG0014067	jg30274	AT1G17490.1
OG0014068	jg30289	AT1G17630.1
OG0014069	jg30290	AT1G17640.1
OG0014070	jg30292	AT1G17665.1
OG0014071	jg30299	AT1G17745.2
OG0014072	jg30301	AT1G17760.1
OG0014073	jg30303	AT2G16575.1, AT1G17780.2
OG0014074	jg30308	AT1G17830.1
OG0014075	jg30312	AT1G17870.1
OG0014076	jg30326	AT1G18030.1
OG0014077	jg30329	AT1G18060.1
OG0014078	jg30332	AT1G18090.1
OG0014079	jg30336	AT1G18140.1
OG0014080	jg30338	AT1G18160.1
OG0014081	jg30341	AT1G18190.1
OG0014082	jg30348	AT1G18265.1
OG0014083	jg30363	AT1G18410.4
OG0014084	jg30366	AT1G18420.1
OG0014085	jg30383	AT1G18600.1
OG0014086	jg30391	AT1G18680.1
OG0014087	jg30408	AT1G18810.1
OG0014088	jg30413	AT1G18850.1
OG0014089	jg30419	AT1G18910.1
OG0014090	jg30422	AT1G18960.1
OG0014091	jg30433	AT1G19090.1
OG0014093	jg30438	AT1G19130.1
OG0014094	jg30443	AT1G19170.1
OG0014095	jg30447	AT1G19200.2
OG0014096	jg30455	AT1G19290.1
OG0014097	jg30457	AT1G19310.1
OG0014098	jg30460	AT1G19340.1
OG0014099	jg30463	AT1G19370.1
OG0014100	jg30477	AT1G19490.1
OG0014101	jg30480	AT1G19520.1
OG0014102	jg30481	AT1G19530.1
OG0014103	jg30484	AT1G19580.1
OG0014104	jg30490	AT1G19650.1
OG0014105	jg30492	AT1G19670.1
OG0014106	jg30499	AT1G19730.1
OG0014107	jg30532	AT1G20050.1
OG0014108	jg30533	AT1G20060.1
OG0014109	jg30538	AT1G20100.1
OG0014110	jg30541	AT1G20120.1
OG0014111	jg30550	AT1G20230.1
OG0014112	jg30555	AT1G20300.1
OG0014113	jg30588	AT1G20510.1
OG0014114	jg30595	AT1G20550.1
OG0014115	jg30596	AT1G20560.1
OG0014116	jg30603	AT1G20640.1
OG0014117	jg30632	AT1G20870.1
OG0014118	jg30638	AT1G20925.1
OG0014119	jg30642	AT1G20970.1
OG0014120	jg30648	AT1G21060.1
OG0014121	jg30681	AT1G21350.5
OG0014122	jg30683	AT1G21370.1
OG0014123	jg30685	AT1G21390.1
OG0014124	jg30698	AT1G21510.1
OG0014125	jg30703	AT1G21550.1
OG0014126	jg30704	AT1G21560.2
OG0014127	jg30706	AT1G21590.1
OG0014128	jg30707	AT1G21600.1
OG0014129	jg30713	AT1G21650.3
OG0014130	jg30727	AT1G21730.1
OG0014131	jg30728	AT1G21740.1
OG0014132	jg30730	AT1G21760.1
OG0014133	jg30731	AT1G21770.1
OG0014134	jg30732	AT1G21780.1
OG0014135	jg30780	AT1G22190.1
OG0014136	jg30794	AT1G22310.2
OG0014137	jg30807	AT1G22460.1
OG0014138	jg30808	AT1G22470.1
OG0014139	jg30809	AT1G22480.1
OG0014140	jg30823	AT1G22630.1
OG0014141	jg30830	AT1G22690.1
OG0014142	jg30839	AT1G22760.1
OG0014143	jg30842	AT1G22800.1
OG0014144	jg30844	AT1G22830.1
OG0014145	jg30854	AT1G22950.1
OG0014146	jg30861	AT1G23000.2
OG0014147	jg30866	AT1G23050.1
OG0014148	jg30867	AT1G23060.1
OG0014149	jg30871	AT1G23100.1
OG0014150	jg30872	AT1G23110.1
OG0014151	jg30875	AT1G23140.1
OG0014152	jg30876	AT1G23145.1
OG0014153	jg30877	AT1G23150.1
OG0014154	jg30880	AT1G23180.1
OG0014155	jg30882	AT1G23200.1
OG0014156	jg30905	AT1G23330.1
OG0014157	jg30912	AT1G23390.1
OG0014158	jg30940	AT1G23710.1
OG0014159	jg30957	AT1G23880.1
OG0014160	jg30958	AT1G23890.2
OG0014161	jg30969	AT1G24040.1
OG0014162	jg30979	AT1G24095.1
OG0014163	jg30980	AT1G24100.1
OG0014164	jg30982	AT1G24120.1
OG0014165	jg31025	AT1G27100.1
OG0014166	jg31028	AT1G27070.1
OG0014167	jg31044	AT1G26960.1
OG0014168	jg31061, jg31069	AT1G26820.1
OG0014169	jg31078	AT1G26761.1
OG0014170	jg31079	AT1G26760.1
OG0014171	jg31086	AT1G26700.1
OG0014172	jg31108	AT1G26500.1
OG0014173	jg31111	AT1G26460.1
OG0014174	jg31116	AT1G26440.2
OG0014175	jg31125	AT1G26340.1
OG0014176	jg31140	AT1G26180.1
OG0014177	jg31141	AT1G26170.1
OG0014178	jg31142	AT1G26160.1
OG0014179	jg31143	AT1G26150.1
OG0014180	jg31144	AT1G26140.1
OG0014181	jg31160	AT1G25530.1
OG0014182	jg31166	AT1G25470.1
OG0014183	jg31174	AT1G25420.1
OG0014184	jg31180	AT1G25360.1
OG0014185	jg31186	AT1G25320.1
OG0014186	jg31191	AT1G25290.1
OG0014187	jg31194	AT1G25275.3
OG0014188	jg31220	AT1G24560.1
OG0014189	jg31222	AT1G24540.1
OG0014190	jg31232	AT1G24450.1
OG0014191	jg31236	AT1G24420.1
OG0014192	jg31246	AT1G24310.1
OG0014193	jg31279	AT1G27500.2
OG0014194	jg31288	AT1G27660.1
OG0014195	jg31289	AT1G27670.1
OG0014196	jg31290	AT1G27680.1
OG0014197	jg31291	AT1G27690.1
OG0014198	jg31298	AT1G27750.1
OG0014199	jg31299	AT1G27752.1
OG0014200	jg31302	AT1G19750.1, AT1G27840.3
OG0014201	jg31308	AT1G27920.1
OG0014202	jg31316	AT1G27990.1
OG0014203	jg31332	AT1G28120.1
OG0014204	jg31343	AT1G28210.2
OG0014205	jg31370	AT1G28410.1
OG0014206	jg31372	AT1G28430.1
OG0014207	jg31374	AT1G28470.1
OG0014208	jg31379, jg31377	AT1G27860.1, AT1G28500.1
OG0014209	jg31397	AT1G28690.1
OG0014210	jg31403	AT1G28760.1
OG0014211	jg31414	AT1G29041.1
OG0014212	jg31445	AT1G29230.1
OG0014213	jg31466	AT1G29400.1
OG0014214	jg31500	AT1G29680.1
OG0014215	jg31506	AT1G29700.1
OG0014216	jg31519	AT1G29780.1
OG0014217	jg31521	AT1G29790.1
OG0014218	jg31522	AT1G29800.1
OG0014219	jg31542	AT1G29980.1
OG0014220	jg31549	AT1G30070.2
OG0014221	jg31551	AT1G30090.1
OG0014222	jg31559	AT1G30170.1
OG0014223	jg31565	AT1G30200.1
OG0014224	jg31566	AT1G30220.1
OG0014225	jg31605	AT1G30500.2
OG0014226	jg31606	AT1G30510.2
OG0014227	jg31607	AT1G30515.1
OG0014228	jg31609	AT1G30520.1
OG0014229	jg31611	AT1G30540.1
OG0014230	jg31615	AT1G30570.1
OG0014231	jg31626	AT1G30680.1
OG0014232	jg31632	AT1G30740.2
OG0014233	jg31655	AT1G30825.1
OG0014234	jg31658	AT1G30845.1
OG0014235	jg31659	AT1G30850.1
OG0014236	jg31692	AT1G31050.6
OG0014237	jg31722	AT1G31160.1
OG0014238	jg31728	AT1G31170.4
OG0014239	jg31734	AT1G31230.1
OG0014240	jg31746	AT1G31320.1
OG0014241	jg31755	AT1G31360.3
OG0014242	jg31772	AT1G31440.1
OG0014243	jg31773	AT1G31450.1
OG0014244	jg31774	AT1G31460.1
OG0014245	jg31783	AT1G31600.1
OG0014246	jg31789, jg32747, jg10123	AT1G36230.1
OG0014247	jg31799	AT1G31720.1
OG0014248	jg31808	AT1G31780.1
OG0014249	jg31809	AT1G31790.1
OG0014250	jg31810	AT1G31800.1
OG0014251	jg31822	AT1G31885.1
OG0014252	jg31839	AT1G32070.2
OG0014253	jg31849	AT1G32130.1
OG0014254	jg31852	AT1G32150.1
OG0014255	jg31853	AT1G32160.1
OG0014256	jg31858	AT1G32180.1
OG0014257	jg31863	AT1G32220.1
OG0014258	jg31872	AT1G32260.1
OG0014259	jg31881	AT1G32330.1
OG0014260	jg31882	AT1G32340.1
OG0014261	jg31883	AT1G32350.1
OG0014262	jg31885	AT1G32361.1
OG0014263	jg31887	AT1G32370.2
OG0014264	jg31891	AT1G32410.1
OG0014265	jg31904	AT1G32520.1
OG0014266	jg31908	AT1G32560.1
OG0014267	jg31910	AT1G32583.1
OG0014269	jg31933	AT1G32790.2
OG0014270	jg31934	AT1G32810.2
OG0014271	jg31937	AT1G32860.1
OG0014272	jg31940	AT1G32870.3
OG0014273	jg31951	AT1G32990.1
OG0014274	jg31957	AT1G33050.1
OG0014275	jg31958	AT1G33060.2
OG0014276	jg31975	AT1G33250.1
OG0014277	jg31977	AT1G33265.1
OG0014278	jg31980	AT1G33290.1
OG0014279	jg31984	AT1G33350.1
OG0014281	jg32037	AT1G33780.1
OG0014282	jg32040	AT1G33810.1
OG0014283	jg32042	AT1G33811.1
OG0014284	jg12948, jg10768, jg10773, jg32309, jg16953, jg32082, jg21200, jg6957	AT5G30520.1
OG0014285	jg10771, jg12952, jg32312, jg21197, jg16956, jg32085	AT1G40083.1
OG0014286	jg32088	AT1G34110.1
OG0014287	jg32089	AT1G34120.2
OG0014288	jg32090	AT1G34130.1
OG0014289	jg32092	AT1G34150.1
OG0014291	jg32117	AT1G34370.1
OG0014292	jg32118	AT1G34380.2
OG0014293	jg32121	AT1G34420.1
OG0014294	jg32122	AT1G34430.1
OG0014295	jg32123	AT1G34470.1
OG0014295	jg7274	AT4G09640.1
OG0014296	jg32138	AT1G34580.1
OG0014297	jg32140	AT1G34640.1
OG0014298	jg32142	AT1G34670.1
OG0014299	jg32164	AT1G34780.1
OG0014300	jg32165	AT1G34790.1
OG0014301	jg32171	AT1G35170.1, AT1G35180.1
OG0014302	jg32172	AT1G35183.2
OG0014303	jg32191	AT1G35330.1
OG0014304	jg32194	AT1G35340.1
OG0014305	jg32211	AT1G35420.2
OG0014306	jg32218	AT1G35490.1
OG0014307	jg32241	AT1G35680.1
OG0014308	jg32766, jg32268	AT1G47330.1
OG0014309	jg32271	AT1G36060.1
OG0014310	jg32291	AT1G36320.1
OG0014311	jg32297	AT1G36370.1
OG0014312	jg32329	AT1G36980.1
OG0014314	jg32397	AT1G33470.1
OG0014315	jg32398	AT1G33475.1
OG0014316	jg32401	AT1G33500.1
OG0014317	jg32418	AT1G33530.1
OG0014318	jg32480	AT1G42960.1
OG0014319	jg32492	AT1G43020.1
OG0014320	jg32500	AT1G43190.1
OG0014321	jg32514	AT1G43580.1
OG0014322	jg32518	AT1G43630.1
OG0014323	jg32534	AT1G43690.1
OG0014324	jg32556	AT1G43790.1
OG0014325	jg32595	AT1G44000.1
OG0014326	jg32603	AT1G44120.2
OG0014327	jg32614	AT1G44350.1
OG0014328	jg32619	AT1G44414.1
OG0014329	jg32650	AT1G44830.1
OG0014330	jg32653	AT1G44890.1
OG0014331	jg32657	AT1G44910.1
OG0014332	jg32658	AT1G44920.1
OG0014333	jg32659	AT1G44960.1
OG0014334	jg32664	AT1G45010.1
OG0014335	jg32669	AT1G45130.1
OG0014336	jg32693	AT1G45150.1, AT5G37247.1
OG0014337	jg32694	AT1G45160.2
OG0014338	jg32707	AT1G45233.2
OG0014339	jg32713	AT1G45249.6
OG0014340	jg32732	AT1G46480.1
OG0014341	jg32799	AT1G47610.1
OG0014342	jg32811	AT1G47310.1
OG0014343	jg32873, jg32848	AT1G47990.1
OG0014344	jg32887	AT1G48100.1
OG0014345	jg32888	AT1G48110.1
OG0014346	jg32889	AT1G48120.1
OG0014347	jg32896	AT1G48195.1
OG0014348	jg32906	AT1G48300.1
OG0014349	jg32907	AT1G48310.2
OG0014350	jg32913	AT1G48380.2
OG0014351	jg32918	AT5G47810.1
OG0014352	jg32923	AT1G48420.1
OG0014353	jg32926	AT1G48450.1
OG0014354	jg32928	AT1G48480.1
OG0014355	jg32934	AT1G48540.1
OG0014356	jg32937	AT1G48570.1
OG0014357	jg32944	AT1G48635.2
OG0014358	jg32971	AT1G48870.1
OG0014359	jg32979	AT1G48950.1
OG0014360	jg32981	AT1G48970.1
OG0014361	jg32991	AT1G49000.1
OG0014362	jg33010	AT1G49130.1
OG0014363	jg33055	AT1G49405.1
OG0014364	jg33059	AT1G49450.1
OG0014365	jg33067	AT1G49470.1
OG0014366	jg33070	AT1G49490.2
OG0014367	jg33071	AT1G49510.1
OG0014368	jg33076	AT1G49570.1
OG0014369	jg33077	AT1G49580.1
OG0014370	jg33083	AT1G49620.3
OG0014371	jg33091	AT4G07675.1, AT1G49700.1
OG0014372	jg33097	AT1G49730.1
OG0014373	jg33114	AT1G49870.1
OG0014374	jg33122	AT1G49950.1
OG0014375	jg33123	AT1G49960.1
OG0014376	jg33129	AT1G49980.1
OG0014377	jg33148	AT1G50140.1
OG0014378	jg33149	AT1G50170.1
OG0014379	jg33164	AT1G50280.1
OG0014380	jg33181	AT1G50440.1
OG0014381	jg33193	AT1G50575.1
OG0014382	jg33194	AT1G50580.1
OG0014383	jg33196	AT1G50600.2
OG0014384	jg33198	AT1G50620.1
OG0014385	jg33201	AT1G50650.1
OG0014386	jg33208	AT1G50710.1
OG0014387	jg33225	AT1G50890.1
OG0014388	jg33229	AT1G50940.1
OG0014389	jg33232	AT1G50960.1
OG0014390	jg33252	AT1G51090.1
OG0014391	jg33254	AT1G51110.1
OG0014392	jg33258	AT1G51140.1
OG0014393	jg33261	AT1G51170.1
OG0014394	jg33289	AT1G51440.1
OG0014395	jg33294	AT1G51450.1
OG0014396	jg33308	AT1G51500.1
OG0014397	jg33315	AT1G51560.1
OG0014398	jg33317	AT1G51580.1
OG0014399	jg33333	AT1G51740.1
OG0014400	jg33334	AT1G51745.1
OG0014401	jg33362	AT1G51910.1
OG0014402	jg33372	AT1G51965.1
OG0014403	jg33380	AT1G51990.1
OG0014404	jg33395	AT1G52155.1
OG0014405	jg33402	AT1G52200.1
OG0014406	jg33406	AT1G52220.1
OG0014407	jg33412	AT1G52290.1
OG0014408	jg33414	AT1G52310.1
OG0014409	jg33428	AT1G52380.1
OG0014410	jg33438	AT1G52470.1
OG0014410	jg33437	AT1G52440.1, AT1G52460.1
OG0014411	jg33440	AT1G52500.2
OG0014412	jg33441	AT1G52510.1
OG0014413	jg33445	AT1G52560.1
OG0014414	jg33451	AT1G52590.1
OG0014415	jg33455	AT1G52640.1
OG0014416	jg33466	AT1G52720.1
OG0014417	jg33469	AT1G52750.1
OG0014418	jg33471	AT1G52770.1
OG0014419	jg33472	AT1G52780.1
OG0014420	jg33474	AT1G52800.1
OG0014421	jg33480	AT1G52830.1
OG0014422	jg33482	AT1G52870.2
OG0014423	jg33483	AT1G52880.1
OG0014424	jg33484	AT1G52890.1
OG0014425	jg33491	AT4G03940.1, AT1G11591.1
OG0014426	jg33513	AT1G53100.1
OG0014427	jg33514	AT1G53110.1
OG0014428	jg33516	AT1G53130.1
OG0014429	jg33519	AT1G53163.1
OG0014430	jg33553	AT1G53450.1
OG0014431	jg33554	AT1G53460.1
OG0014432	jg33555	AT1G53470.1
OG0014433	jg33574	AT1G53590.1
OG0014434	jg33575	AT1G53600.1
OG0014435	jg33594	AT1G53670.1
OG0014436	jg33595	AT1G53680.1
OG0014437	jg33597	AT1G53710.1
OG0014438	jg33606	AT1G53820.1
OG0014439	jg33611	AT1G53830.1
OG0014440	jg33620	AT1G53910.1
OG0014441	jg33640	AT1G54095.1
OG0014442	jg33641	AT1G54100.1
OG0014443	jg33655	AT1G54215.1
OG0014444	jg33657	AT1G54220.1
OG0014445	jg33668	AT1G55110.1
OG0014446	jg33671	AT1G55140.1
OG0014447	jg33672	AT1G55150.2
OG0014448	jg33679	AT1G55200.1
OG0014449	jg33685	AT1G55250.1
OG0014450	jg33695	AT1G55350.5
OG0014451	jg33698	AT1G55370.2
OG0014452	jg33705	AT1G55480.1
OG0014453	jg33710	AT1G55530.1
OG0014454	jg33730, jg33735, jg33738	AT1G55640.1
OG0014455	jg33754	AT1G55760.1
OG0014456	jg33761	AT1G55820.1
OG0014457	jg33762	AT1G55830.2
OG0014458	jg33766	AT1G55865.1
OG0014459	jg33769	AT1G55880.1
OG0014460	jg33772	AT1G55910.1
OG0014461	jg33783	AT1G56010.2
OG0014462	jg33784	AT1G56020.1
OG0014463	jg33797	AT1G56080.1
OG0014464	jg33799	AT1G56090.2
OG0014465	jg33812	AT1G56160.1
OG0014466	jg33818	AT1G54310.2
OG0014468	jg360	AT1G64690.3
OG0014469	jg362	AT1G64670.2
OG0014470	jg368	AT1G64620.1
OG0014471	jg369	AT1G64610.1
OG0014472	jg377	AT1G64530.1
OG0014473	jg381	AT1G64490.1
OG0014474	jg387	AT1G64480.1
OG0014475	jg389	AT1G64450.1
OG0014476	jg390	AT1G64440.1
OG0014477	jg392	AT1G64400.1
OG0014478	jg394	AT1G64385.1
OG0014479	jg403	AT1G64330.1
OG0014480	jg428	AT1G64160.1
OG0014481	jg432	AT1G64110.2
OG0014482	jg446	AT1G64080.1
OG0014483	jg447	AT1G64065.1
OG0014484	jg449	AT1G64050.1
OG0014485	jg450	AT1G64040.1
OG0014486	jg463	AT1G63990.1
OG0014487	jg482	AT1G63830.1
OG0014488	jg483	AT1G63820.1
OG0014489	jg496	AT1G63720.1
OG0014490	jg504	AT1G63660.1
OG0014491	jg524	AT1G63520.1
OG0014492	jg526	AT1G63490.4
OG0014493	jg532	AT1G63430.2
OG0014494	jg535	AT1G63420.1
OG0014495	jg536	AT1G63410.2
OG0014496	jg540	AT1G63300.1
OG0014497	jg569	AT1G63160.1
OG0014498	jg589	AT1G63060.1
OG0014499	jg603	AT1G62970.1
OG0014500	jg607	AT1G62940.1
OG0014501	jg615, jg619	AT1G62886.1
OG0014502	jg620	AT1G62880.1
OG0014503	jg624	AT1G62850.2
OG0014504	jg631	AT1G62790.1
OG0014505	jg632	AT1G62780.1
OG0014506	jg633	AT1G62770.1
OG0014507	jg635	AT1G62750.1
OG0014508	jg640	AT1G62700.1
OG0014509	jg672	AT1G62510.1
OG0014510	jg679	AT1G62430.1
OG0014511	jg689	AT1G62360.1
OG0014512	jg690	AT1G62350.2
OG0014513	jg691	AT1G62340.1
OG0014514	jg692	AT1G62330.1
OG0014515	jg697	AT1G62300.1
OG0014516	jg706	AT1G62260.1
OG0014517	jg753	AT1G61930.1
OG0014518	jg766	AT4G03950.1, AT1G61800.2
OG0014519	jg769	AT1G61780.1
OG0014520	jg779	AT1G61690.1
OG0014521	jg785	AT1G61670.1
OG0014522	jg790	AT1G61630.1
OG0014523	jg796	AT1G61600.1
OG0014524	jg847	AT1G61215.1
OG0014525	jg848	AT1G61210.1
OG0014526	jg863	AT1G61100.1
OG0014527	jg874	AT1G61010.1
OG0014528	jg880	AT1G60990.1
OG0014529	jg884	AT1G60970.1
OG0014530	jg895	AT1G60870.1
OG0014531	jg897	AT1G60860.1
OG0014532	jg917	AT1G60700.1
OG0014533	jg926	AT1G60630.1
OG0014534	jg928	AT1G60610.1
OG0014535	jg932	AT1G60590.1
OG0014536	jg935	AT1G60560.1
OG0014537	jg956	AT1G60470.1
OG0014538	jg957	AT1G60460.1
OG0014539	jg961	AT1G60430.1
OG0014540	jg962	AT1G60420.1
OG0014541	jg9473	AT4G29590.1
OG0014542	jg986	AT1G60170.1
OG0014543	jg988	AT1G60160.1
OG0014544	jg994	AT1G60070.2
OG0014545	jg1002	AT1G59980.1
OG0014546	jg1011	AT1G59900.1
OG0014547	jg1016	AT1G59850.1
OG0014548	jg1017	AT1G59840.1
OG0014549	jg1052	AT2G05350.1
OG0014550	jg1055, jg1054, jg18359	AT2G32800.1
OG0014551	jg1062	AT1G59710.2
OG0014552	jg1100	AT1G59600.1
OG0014553	jg1106	AT1G59530.1
OG0014554	jg1107	AT1G59520.4
OG0014555	jg1109	AT1G59510.1
OG0014556	jg1124	AT1G58520.1
OG0014557	jg1137	AT1G58440.1
OG0014558	jg1154	AT1G58350.1
OG0014559	jg1155	AT1G58340.1
OG0014560	jg1185	AT1G58210.1
OG0014561	jg1196	AT1G58170.1
OG0014562	jg1198	AT1G58120.1
OG0014563	jg1201	AT1G58100.1
OG0014564	jg3354, jg1260	AT1G76920.1
OG0014565	jg1267	AT1G57790.1
OG0014566	jg1285, jg17309	AT2G26240.1
OG0014567	jg1342	AT1G57540.1
OG0014568	jg1348	AT1G56710.1
OG0014569	jg1349	AT1G56700.1
OG0014570	jg1350	AT1G56690.1
OG0014571	jg1361	AT1G56590.1
OG0014572	jg1364	AT1G56570.1
OG0014573	jg1365	AT1G56560.1
OG0014574	jg1397	AT1G56500.1
OG0014575	jg1407	AT1G56460.3
OG0014576	jg1413	AT1G56420.1
OG0014577	jg1422	AT1G56350.1
OG0014578	jg1427	AT1G56320.1
OG0014579	jg1428	AT1G56310.1
OG0014580	jg1436	AT1G56260.1
OG0014581	jg1449	AT1G56210.1
OG0014582	jg1453	AT1G55050.1
OG0014583	jg1454	AT1G55040.1
OG0014584	jg1476	AT1G54940.1
OG0014585	jg1484	AT1G54930.2
OG0014588	jg1500	AT1G54850.1
OG0014590	jg1507	AT1G54780.1
OG0014591	jg1523	AT1G54650.3
OG0014592	jg1527	AT1G54610.1
OG0014593	jg1532	AT1G54570.1
OG0014594	jg1538	AT1G54540.1
OG0014595	jg1539	AT1G54530.1
OG0014596	jg1540	AT1G54520.1
OG0014597	jg1558	AT1G54450.1
OG0014598	jg1582	AT1G54390.2
OG0014599	jg1584	AT1G54385.1
OG0014600	jg1587	AT2G23840.1
OG0014601	jg17080, jg1644	AT2G25250.1
OG0014602	jg14541, jg14745, jg27683, jg1699	AT5G59060.1
